Acquisition Date,Collection Category,Collection Number,Corner Lower Left Lat DMS,Corner Lower Left Latitude,Corner Lower Left Long DMS,Corner Lower Left Longitude,Corner Lower Right Lat DMS,Corner Lower Right Latitude,Corner Lower Right Long DMS,Corner Lower Right Longitude,Corner Upper Left Lat DMS,Corner Upper Left Latitude,Corner Upper Left Long DMS,Corner Upper Left Longitude,Corner Upper Right Lat DMS,Corner Upper Right Latitude,Corner Upper Right Long DMS,Corner Upper Right Longitude,Data Type L2,Date Acquired,Date Product Generated L1,Date Product Generated L2,Date Updated,Datum,Day/Night Indicator,Display ID,Ellipsoid,Entity ID,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Land Cloud Cover,Landsat Product Identifier L1,Landsat Product Identifier L2,Landsat Scene Identifier,NE Corner Lat,NE Corner Lat dec,NE Corner Long,NE Corner Long dec,NW Corner Lat,NW Corner Lat dec,NW Corner Long,NW Corner Long dec,Nadir/Off Nadir,Processing Software Version,Product Map Projection L1,Publication Date,Resolution,Roll Angle,SE Corner Lat,SE Corner Lat dec,SE Corner Long,SE Corner Long dec,SW Corner Lat,SW Corner Lat dec,SW Corner Long,SW Corner Long dec,Satellite,Scene Center Lat DMS,Scene Center Latitude,Scene Center Long DMS,Scene Center Longitude,Scene Cloud Cover L1,Sensor Identifier,Start Time,Station Identifier,Stop Time,Sun Azimuth L0RA,Sun Elevation L0RA,TIRS SSM Model,Target WRS Path,Target WRS Row,UTM Zone,WRS Path,WRS Row,source
,T1,2,"24°54'41.83""N",24.91162,"54°26'15.79""E",54.43772,"24°56'00.17""N",24.93338,"56°43'07.36""E",56.71871,"27°01'59.81""N",27.03328,"54°23'28.64""E",54.39129,"27°03'25.81""N",27.05717,"56°42'49""E",56.71361,OLI_TIRS_L2SP,7/2/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160042_20130702_20200912_02_T1,WGS84,LC81600422013183LGN01,4.459,3.21,3.096,804,5,0,LC08_L1TP_160042_20130702_20200912_02_T1,LC08_L2SP_160042_20130702_20200912_02_T1,LC81600422013183LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.04""N",25.99279,"55°33'56.77""E",55.56577,2.32,OLI_TIRS,47:52.9,LGN,48:24.7,92.93649863,68.52711749,ACTUAL,160,42,40,160,42,Landsat
,T1,2,"23°28'13.98""N",23.47055,"54°05'57.98""E",54.09944,"23°29'46.36""N",23.49621,"56°21'16.49""E",56.35458,"25°35'31.27""N",25.59202,"54°03'00.86""E",54.05024,"25°37'13.12""N",25.62031,"56°20'37.03""E",56.34362,OLI_TIRS_L2SP,7/2/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160043_20130702_20200912_02_T1,WGS84,LC81600432013183LGN01,4.519,3.142,3.248,784,5,0,LC08_L1TP_160043_20130702_20200912_02_T1,LC08_L2SP_160043_20130702_20200912_02_T1,LC81600432013183LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.34""N",24.55315,"55°12'46.66""E",55.21296,0.77,OLI_TIRS,48:16.8,LGN,48:48.6,89.17647162,68.32454403,ACTUAL,160,43,40,160,43,Landsat
,T1,2,"22°01'45.08""N",22.02919,"53°45'49.79""E",53.76383,"22°03'29.23""N",22.05812,"55°59'52.40""E",55.99789,"24°09'01.37""N",24.15038,"53°42'45.29""E",53.71258,"24°10'56.71""N",24.18242,"55°58'55.16""E",55.98199,OLI_TIRS_L2SP,7/2/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160044_20130702_20200912_02_T1,WGS84,LC81600442013183LGN01,5.18,2.723,4.407,779,5,0,LC08_L1TP_160044_20130702_20200912_02_T1,LC08_L2SP_160044_20130702_20200912_02_T1,LC81600442013183LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.94""N",23.11276,"54°51'57.13""E",54.86587,0,OLI_TIRS,48:40.7,LGN,49:12.5,85.50844236,68.03140236,ACTUAL,160,44,40,160,44,Landsat
,T1,2,"20°35'06.43""N",20.58512,"53°26'09.53""E",53.43598,"20°36'59.69""N",20.61658,"55°38'52.01""E",55.64778,"22°42'31.14""N",22.70865,"53°23'00.24""E",53.3834,"22°44'37.32""N",22.7437,"55°37'40.04""E",55.62779,OLI_TIRS_L2SP,7/2/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160045_20130702_20200912_02_T1,WGS84,LC81600452013183LGN01,5.053,2.643,4.307,1278,5,0,LC08_L1TP_160045_20130702_20200912_02_T1,LC08_L2SP_160045_20130702_20200912_02_T1,LC81600452013183LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.22""N",21.67145,"54°31'26.18""E",54.52394,0,OLI_TIRS,49:04.6,LGN,49:36.4,81.95741684,67.65110144,ACTUAL,160,45,40,160,45,Landsat
,T1,2,"26°20'00.92""N",26.33359,"53°14'19.93""E",53.23887,"26°22'32.99""N",26.37583,"55°33'59.80""E",55.56661,"28°28'06.71""N",28.46853,"53°09'56.84""E",53.16579,"28°30'53.21""N",28.51478,"55°32'19.28""E",55.53869,OLI_TIRS_L2SP,7/9/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161041_20130709_20200912_02_T1,WGS84,LC81610412013190LGN01,4.005,2.677,2.979,1078,5,13.5,LC08_L1TP_161041_20130709_20200912_02_T1,LC08_L2SP_161041_20130709_20200912_02_T1,LC81610412013190LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.65""N",27.43157,"54°22'40.08""E",54.3778,12.66,OLI_TIRS,53:40.8,LGN,54:12.6,98.32679575,68.16800525,ACTUAL,161,41,40,161,41,Landsat
,T1,2,"24°58'04.37""N",24.96788,"52°52'34.39""E",52.87622,"24°55'22.87""N",24.92302,"55°06'27.86""E",55.10774,"27°02'49.96""N",27.04721,"52°54'34.45""E",52.90957,"26°59'52.98""N",26.99805,"55°10'50.02""E",55.18056,OLI_TIRS_L2SP,7/9/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161042_20130709_20200912_02_T1,WGS84,LC81610422013190LGN01,3.393,2.346,2.452,401,5,0.33,LC08_L1TP_161042_20130709_20200912_02_T1,LC08_L2SP_161042_20130709_20200912_02_T1,LC81610422013190LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.61""N",25.99267,"54°01'07.57""E",54.01877,0.95,OLI_TIRS,54:04.7,LGN,54:36.5,94.58160331,68.09937892,ACTUAL,161,42,39,161,42,Landsat
,T1,2,"23°31'20.89""N",23.52247,"52°32'16.22""E",52.53784,"23°29'05.78""N",23.48494,"54°44'52.69""E",54.74797,"25°36'19.08""N",25.6053,"52°33'48.49""E",52.56347,"25°33'50.40""N",25.564,"54°48'37.04""E",54.81029,OLI_TIRS_L2SP,7/9/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161043_20130709_20200912_02_T1,WGS84,LC81610432013190LGN01,4.472,2.537,3.683,544,5,0.28,LC08_L1TP_161043_20130709_20200912_02_T1,LC08_L2SP_161043_20130709_20200912_02_T1,LC81610432013190LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.52""N",24.5532,"53°39'57.78""E",53.66605,0.18,OLI_TIRS,54:28.6,LGN,55:00.4,90.88341462,67.93921058,ACTUAL,161,43,39,161,43,Landsat
,T1,2,"22°04'42.38""N",22.07844,"52°12'17.32""E",52.20481,"22°02'51.47""N",22.04763,"54°23'43.19""E",54.39533,"24°09'52.78""N",24.16466,"52°13'24.92""E",52.22359,"24°07'50.12""N",24.13059,"54°26'53.27""E",54.44813,OLI_TIRS_L2SP,7/9/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161044_20130709_20200912_02_T1,WGS84,LC81610442013190LGN01,5.194,3.002,4.239,887,5,12.92,LC08_L1TP_161044_20130709_20200912_02_T1,LC08_L2SP_161044_20130709_20200912_02_T1,LC81610442013190LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.37""N",23.11288,"53°19'08.26""E",53.31896,12.91,OLI_TIRS,54:52.5,LGN,55:24.3,87.26010507,67.68932747,ACTUAL,161,44,39,161,44,Landsat
,T1,2,"20°37'59.52""N",20.6332,"51°52'34.82""E",51.87634,"20°36'30.64""N",20.60851,"54°02'56""E",54.04889,"22°43'12.07""N",22.72002,"51°53'20.54""E",51.88904,"22°41'33.25""N",22.69257,"54°05'34.87""E",54.09302,OLI_TIRS_L2SP,7/9/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161045_20130709_20200912_02_T1,WGS84,LC81610452013190LGN01,6.352,3.652,5.197,633,5,19.76,LC08_L1TP_161045_20130709_20200912_02_T1,LC08_L2SP_161045_20130709_20200912_02_T1,LC81610452013190LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'18.52""N",21.67181,"52°58'37.56""E",52.9771,19.76,OLI_TIRS,55:16.4,LGN,55:48.2,83.73760182,67.35269214,ACTUAL,161,45,39,161,45,Landsat
,T1,2,"24°55'58.19""N",24.93283,"55°58'33.28""E",55.97591,"24°55'52.28""N",24.93119,"58°14'23.86""E",58.23996,"27°02'14.46""N",27.03735,"55°57'27.04""E",55.95751,"27°02'07.98""N",27.03555,"58°15'44.06""E",58.26224,OLI_TIRS_L2SP,7/11/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159042_20130711_20200912_02_T1,WGS84,LC81590422013192LGN01,4.217,2.785,3.167,699,5,1.44,LC08_L1TP_159042_20130711_20200912_02_T1,LC08_L2SP_159042_20130711_20200912_02_T1,LC81590422013192LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.33""N",25.99287,"57°06'33.66""E",57.10935,7.37,OLI_TIRS,41:43.0,LGN,42:14.8,95.19676088,67.97205539,ACTUAL,159,42,40,159,42,Landsat
,T1,2,"23°29'19.97""N",23.48888,"55°38'16.12""E",55.63781,"23°29'32.50""N",23.49236,"57°52'46.02""E",57.87945,"25°35'46.54""N",25.59626,"55°36'53.53""E",55.61487,"25°36'00.32""N",25.60009,"57°53'39.37""E",57.89427,OLI_TIRS_L2SP,7/11/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159043_20130711_20200912_02_T1,WGS84,LC81590432013192LGN01,3.966,2.703,2.902,647,5,0.09,LC08_L1TP_159043_20130711_20200912_02_T1,LC08_L2SP_159043_20130711_20200912_02_T1,LC81590432013192LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.66""N",24.55296,"56°45'23.47""E",56.75652,2.12,OLI_TIRS,42:06.9,LGN,42:38.7,91.51482861,67.82762688,ACTUAL,159,43,40,159,43,Landsat
,T1,2,"22°02'39.37""N",22.04427,"55°18'11.84""E",55.30329,"22°03'07.99""N",22.05222,"57°31'27.52""E",57.52431,"24°09'15.88""N",24.15441,"55°16'35.65""E",55.27657,"24°09'47.59""N",24.16322,"57°31'57.25""E",57.53257,OLI_TIRS_L2SP,7/11/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159044_20130711_20200912_02_T1,WGS84,LC81590442013192LGN01,4.823,3.102,3.693,906,5,0,LC08_L1TP_159044_20130711_20200912_02_T1,LC08_L2SP_159044_20130711_20200912_02_T1,LC81590442013192LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.32""N",23.11259,"56°24'34.02""E",56.40945,0,OLI_TIRS,42:30.8,LGN,43:02.6,87.90299898,67.59375534,ACTUAL,159,44,40,159,44,Landsat
,T1,2,"20°36'06.73""N",20.60187,"54°58'28.02""E",54.97445,"20°36'49.14""N",20.61365,"57°10'25.36""E",57.17371,"22°42'52.92""N",22.7147,"54°56'40.99""E",54.94472,"22°43'40.12""N",22.72781,"57°10'34.57""E",57.17627,OLI_TIRS_L2SP,7/11/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159045_20130711_20200912_02_T1,WGS84,LC81590452013192LGN01,6.042,3.189,5.132,831,5,5.36,LC08_L1TP_159045_20130711_20200912_02_T1,LC08_L2SP_159045_20130711_20200912_02_T1,LC81590452013192LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'17.54""N",21.67154,"56°04'03.50""E",56.06764,5.36,OLI_TIRS,42:54.7,LGN,43:26.5,84.38643777,67.27319653,ACTUAL,159,45,40,159,45,Landsat
,T1,2,"26°23'31.99""N",26.39222,"51°40'50.66""E",51.68074,"26°21'47.92""N",26.36331,"53°57'21.82""E",53.95606,"28°28'58.66""N",28.48296,"51°41'37.28""E",51.69369,"28°27'04.90""N",28.45136,"54°00'43.96""E",54.01221,OLI_TIRS_L2SP,7/16/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_162041_20130716_20200912_02_T1,WGS84,LC81620412013197LGN01,4.496,3.17,3.188,910,5,0,LC08_L1TP_162041_20130716_20200912_02_T1,LC08_L2SP_162041_20130716_20200912_02_T1,LC81620412013197LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.54""N",27.43154,"52°50'12.55""E",52.83682,0,OLI_TIRS,59:50.9,LGN,00:22.6,100.6743083,67.64821359,ACTUAL,162,41,39,162,41,Landsat
,T1,2,"24°56'58.24""N",24.94951,"51°20'23.17""E",51.33977,"24°55'38.68""N",24.92741,"53°35'18.02""E",53.58834,"27°02'36.60""N",27.0435,"51°20'45.06""E",51.34585,"27°01'09.34""N",27.01926,"53°38'04.49""E",53.63458,OLI_TIRS_L2SP,7/16/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_162042_20130716_20200912_02_T1,WGS84,LC81620422013197LGN01,4.69,3.153,3.471,94,5,0,LC08_L1TP_162042_20130716_20200912_02_T1,LC08_L2SP_162042_20130716_20200912_02_T1,LC81620422013197LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.37""N",25.99288,"52°28'40.48""E",52.47791,0.02,OLI_TIRS,00:14.8,LGN,00:46.5,97.01374847,67.64044201,ACTUAL,162,42,39,162,42,Landsat
,T1,2,"23°30'10.69""N",23.50297,"51°00'03.53""E",51.00098,"23°29'13.34""N",23.48704,"53°13'39.36""E",53.2276,"25°36'00.40""N",25.60011,"51°00'03.60""E",51.001,"25°34'57.25""N",25.58257,"53°15'53.71""E",53.26492,OLI_TIRS_L2SP,7/16/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_162043_20130716_20200912_02_T1,WGS84,LC81620432013197LGN01,5.424,3.539,4.11,440,5,6.42,LC08_L1TP_162043_20130716_20200912_02_T1,LC08_L2SP_162043_20130716_20200912_02_T1,LC81620432013197LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.58""N",24.55294,"52°07'30.36""E",52.1251,9.82,OLI_TIRS,00:38.7,LGN,01:10.4,93.37680232,67.54270304,ACTUAL,162,43,39,162,43,Landsat
,T1,2,"22°03'39.10""N",22.06086,"50°40'10.20""E",50.6695,"22°03'01.69""N",22.05047,"52°52'23.20""E",52.87311,"24°09'30.10""N",24.15836,"50°39'51.59""E",50.66433,"24°08'48.73""N",24.14687,"52°54'08.68""E",52.90241,OLI_TIRS_L2SP,7/16/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_162044_20130716_20200912_02_T1,WGS84,LC81620442013197LGN01,6.43,3.657,5.288,781,5,4.57,LC08_L1TP_162044_20130716_20200912_02_T1,LC08_L2SP_162044_20130716_20200912_02_T1,LC81620442013197LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.29""N",23.11258,"51°46'41.09""E",51.77808,4.67,OLI_TIRS,01:02.6,LGN,01:34.3,89.7936243,67.3561498,ACTUAL,162,44,39,162,44,Landsat
,T1,2,"26°21'18.14""N",26.35504,"54°47'07.26""E",54.78535,"26°22'19.70""N",26.37214,"57°05'39.23""E",57.09423,"28°28'26.80""N",28.47411,"54°44'33.58""E",54.74266,"28°29'34.15""N",28.49282,"57°05'45.74""E",57.09604,OLI_TIRS_L2SP,7/18/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160041_20130718_20200912_02_T1,WGS84,LC81600412013199LGN01,3.687,2.724,2.484,903,5,3.06,LC08_L1TP_160041_20130718_20200912_02_T1,LC08_L2SP_160041_20130718_20200912_02_T1,LC81600412013199LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'52.75""N",27.43132,"55°55'46.13""E",55.92948,3.89,OLI_TIRS,47:28.7,LGN,48:00.5,101.4718939,67.49089591,ACTUAL,160,41,40,160,41,Landsat
,T1,2,"24°54'42.01""N",24.91167,"54°26'26.45""E",54.44068,"24°56'00.20""N",24.93339,"56°43'28.78""E",56.72466,"27°01'59.99""N",27.03333,"54°23'39.52""E",54.39431,"27°03'25.88""N",27.05719,"56°43'10.78""E",56.71966,OLI_TIRS_L2SP,7/18/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160042_20130718_20200912_02_T1,WGS84,LC81600422013199LGN01,4.336,3.231,2.892,804,5,0.48,LC08_L1TP_160042_20130718_20200912_02_T1,LC08_L2SP_160042_20130718_20200912_02_T1,LC81600422013199LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.58""N",25.99266,"55°34'14.02""E",55.57056,4.62,OLI_TIRS,47:52.6,LGN,48:24.4,97.83714498,67.503739,ACTUAL,160,42,40,160,42,Landsat
,T1,2,"23°28'14.20""N",23.47061,"54°06'08.57""E",54.10238,"23°29'46.46""N",23.49624,"56°21'37.66""E",56.36046,"25°35'31.49""N",25.59208,"54°03'11.59""E",54.05322,"25°37'13.22""N",25.62034,"56°20'58.52""E",56.34959,OLI_TIRS_L2SP,7/18/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160043_20130718_20200912_02_T1,WGS84,LC81600432013199LGN01,4.409,3.173,3.061,785,5,0.05,LC08_L1TP_160043_20130718_20200912_02_T1,LC08_L2SP_160043_20130718_20200912_02_T1,LC81600432013199LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.84""N",24.55301,"55°13'04.12""E",55.21781,0.04,OLI_TIRS,48:16.5,LGN,48:48.3,94.2197884,67.4271813,ACTUAL,160,43,40,160,43,Landsat
,T1,2,"22°01'45.52""N",22.02931,"53°46'10.70""E",53.76964,"22°03'29.38""N",22.05816,"56°00'13.36""E",56.00371,"24°09'01.84""N",24.15051,"53°43'06.53""E",53.71848,"24°10'56.86""N",24.18246,"55°59'16.44""E",55.9879,OLI_TIRS_L2SP,7/18/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160044_20130718_20200912_02_T1,WGS84,LC81600442013199LGN01,5.472,3.149,4.475,738,5,0.06,LC08_L1TP_160044_20130718_20200912_02_T1,LC08_L2SP_160044_20130718_20200912_02_T1,LC81600442013199LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.51""N",23.11292,"54°52'14.84""E",54.87079,0.06,OLI_TIRS,48:40.4,LGN,49:12.2,90.64892357,67.26207117,ACTUAL,160,44,40,160,44,Landsat
,T1,2,"20°35'06.65""N",20.58518,"53°26'19.86""E",53.43885,"20°36'59.87""N",20.61663,"55°39'12.74""E",55.65354,"22°42'31.39""N",22.70872,"53°23'10.72""E",53.38631,"22°44'37.50""N",22.74375,"55°38'01.07""E",55.63363,OLI_TIRS_L2SP,7/18/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_160045_20130718_20200912_02_T1,WGS84,LC81600452013199LGN01,6.847,3.429,5.926,804,5,16.6,LC08_L1TP_160045_20130718_20200912_02_T1,LC08_L2SP_160045_20130718_20200912_02_T1,LC81600452013199LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'16.97""N",21.67138,"54°31'43.79""E",54.52883,16.6,OLI_TIRS,49:04.3,LGN,49:36.1,87.14811898,67.01016191,ACTUAL,160,45,40,160,45,Landsat
,T1,2,"26°20'01.50""N",26.33375,"53°14'41.53""E",53.24487,"26°22'33.20""N",26.37589,"55°34'21.43""E",55.57262,"28°27'57.60""N",28.466,"53°10'19.20""E",53.172,"28°30'43.70""N",28.51214,"55°32'41.46""E",55.54485,OLI_TIRS_L2SP,7/25/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161041_20130725_20200912_02_T1,WGS84,LC81610412013206LGN01,3.832,2.762,2.656,1070,5,0.06,LC08_L1TP_161041_20130725_20200912_02_T1,LC08_L2SP_161041_20130725_20200912_02_T1,LC81610412013206LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"27°25'53.69""N",27.43158,"54°23'03.48""E",54.3843,0.28,OLI_TIRS,53:39.8,LGN,54:11.6,104.6904077,66.89559795,ACTUAL,161,41,40,161,41,Landsat
,T1,2,"24°58'04.08""N",24.9678,"52°52'55.78""E",52.88216,"24°55'22.30""N",24.92286,"55°06'49.21""E",55.11367,"27°02'49.67""N",27.04713,"52°54'56.23""E",52.91562,"26°59'52.33""N",26.99787,"55°11'11.72""E",55.18659,OLI_TIRS_L2SP,7/25/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161042_20130725_20200912_02_T1,WGS84,LC81610422013206LGN01,3.924,2.813,2.736,379,5,0.63,LC08_L1TP_161042_20130725_20200912_02_T1,LC08_L2SP_161042_20130725_20200912_02_T1,LC81610422013206LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'33.14""N",25.99254,"54°01'31.01""E",54.02528,17.19,OLI_TIRS,54:03.7,LGN,54:35.5,101.1560492,66.99156628,ACTUAL,161,42,39,161,42,Landsat
,T1,2,"23°31'20.68""N",23.52241,"52°32'37.39""E",52.54372,"23°29'05.28""N",23.4848,"54°45'13.82""E",54.75384,"25°36'18.83""N",25.60523,"52°34'09.98""E",52.56944,"25°33'49.82""N",25.56384,"54°48'58.50""E",54.81625,OLI_TIRS_L2SP,7/25/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161043_20130725_20200912_02_T1,WGS84,LC81610432013206LGN01,4.569,2.646,3.724,544,5,0,LC08_L1TP_161043_20130725_20200912_02_T1,LC08_L2SP_161043_20130725_20200912_02_T1,LC81610432013206LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'11.56""N",24.55321,"53°40'21.40""E",53.67261,7.57,OLI_TIRS,54:27.6,LGN,54:59.4,97.61453367,67.00043656,ACTUAL,161,43,39,161,43,Landsat
,T1,2,"22°04'42.20""N",22.07839,"52°12'38.27""E",52.21063,"22°02'51.04""N",22.04751,"54°24'04.07""E",54.40113,"24°09'52.60""N",24.16461,"52°13'46.16""E",52.22949,"24°07'49.66""N",24.13046,"54°27'14.47""E",54.45402,OLI_TIRS_L2SP,7/25/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161044_20130725_20200912_02_T1,WGS84,LC81610442013206LGN01,5.349,3.042,4.4,935,5,4.96,LC08_L1TP_161044_20130725_20200912_02_T1,LC08_L2SP_161044_20130725_20200912_02_T1,LC81610442013206LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'46.48""N",23.11291,"53°19'32.23""E",53.32562,4.96,OLI_TIRS,54:51.5,LGN,55:23.3,94.09046159,66.92208904,ACTUAL,161,44,39,161,44,Landsat
,T1,2,"20°37'59.41""N",20.63317,"51°52'55.56""E",51.8821,"20°36'30.28""N",20.60841,"54°03'16.70""E",54.05464,"22°43'11.96""N",22.71999,"51°53'41.60""E",51.89489,"22°41'32.86""N",22.69246,"54°05'55.86""E",54.09885,OLI_TIRS_L2SP,7/25/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_161045_20130725_20200912_02_T1,WGS84,LC81610452013206LGN01,6.425,3.606,5.317,860,5,4.89,LC08_L1TP_161045_20130725_20200912_02_T1,LC08_L2SP_161045_20130725_20200912_02_T1,LC81610452013206LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"21°40'18.23""N",21.67173,"52°59'01.54""E",52.98376,4.89,OLI_TIRS,55:15.4,LGN,55:47.2,90.6098749,66.75725514,ACTUAL,161,45,39,161,45,Landsat
,T1,2,"24°55'58.26""N",24.93285,"55°58'43.97""E",55.97888,"24°55'52.21""N",24.93117,"58°14'34.55""E",58.24293,"27°02'14.53""N",27.03737,"55°57'37.91""E",55.96053,"27°02'07.91""N",27.03553,"58°15'54.94""E",58.26526,OLI_TIRS_L2SP,7/27/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159042_20130727_20200912_02_T1,WGS84,LC81590422013208LGN01,4.818,3.2,3.601,574,5,12.23,LC08_L1TP_159042_20130727_20200912_02_T1,LC08_L2SP_159042_20130727_20200912_02_T1,LC81590422013208LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"25°59'34.30""N",25.99286,"57°06'46.15""E",57.11282,41.11,OLI_TIRS,41:42.7,LGN,42:14.4,102.2101729,66.83385639,ACTUAL,159,42,40,159,42,Landsat
,T1,2,"23°29'20.08""N",23.48891,"55°38'26.70""E",55.64075,"23°29'32.42""N",23.49234,"57°52'56.60""E",57.88239,"25°35'46.64""N",25.59629,"55°37'04.26""E",55.61785,"25°36'00.25""N",25.60007,"57°53'50.14""E",57.89726,OLI_TIRS_L2SP,7/27/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159043_20130727_20200912_02_T1,WGS84,LC81590432013208LGN01,4.409,3.175,3.058,428,5,36.03,LC08_L1TP_159043_20130727_20200912_02_T1,LC08_L2SP_159043_20130727_20200912_02_T1,LC81590432013208LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"24°33'10.91""N",24.55303,"56°45'36.14""E",56.76004,60.88,OLI_TIRS,42:06.6,LGN,42:38.3,98.69232465,66.86986984,ACTUAL,159,43,40,159,43,Landsat
,T1,2,"22°02'39.48""N",22.0443,"55°18'22.32""E",55.3062,"22°03'07.96""N",22.05221,"57°31'37.96""E",57.52721,"24°09'15.98""N",24.15444,"55°16'46.27""E",55.27952,"24°09'47.56""N",24.16321,"57°32'07.87""E",57.53552,OLI_TIRS_L2SP,7/27/2013,9/12/2020,9/12/2020,,WGS84,DAY,LC08_L2SP_159044_20130727_20200912_02_T1,WGS84,LC81590442013208LGN01,5.492,3.774,3.989,771,5,39.65,LC08_L1TP_159044_20130727_20200912_02_T1,LC08_L2SP_159044_20130727_20200912_02_T1,LC81590442013208LGN01,,,,,,,,,NADIR,LPGS_15.3.1c,UTM,,,0,,,,,,,,,8,"23°06'45.90""N",23.11275,"56°24'47.02""E",56.41306,39.65,OLI_TIRS,42:30.5,LGN,43:02.2,95.18473527,66.81915496,ACTUAL,159,44,40,159,44,Landsat
